"Imbalance settlement period (UTC)","+ Imbalance Price [CZK/MWh] - MBA|CZ","- Imbalance Price [CZK/MWh] - MBA|CZ","Status","Total Imbalance [MWh] - MBA|CZ","Difference","Situation","Status"
"12.08.2020 22:00 - 12.08.2020 23:00","-42","-1","Estimated","12","","Surplus","Final"
"12.08.2020 23:00 - 13.08.2020 00:00","2485","2350","Estimated","24","","Deficit","Final"
"13.08.2020 00:00 - 13.08.2020 01:00","2368","2350","Estimated","3","","Deficit","Final"
"13.08.2020 01:00 - 13.08.2020 02:00","-77","2","Estimated","22","","Surplus","Final"
"13.08.2020 02:00 - 13.08.2020 03:00","-36","2","Estimated","10","","Surplus","Final"
"13.08.2020 03:00 - 13.08.2020 04:00","-90","-1","Estimated","26","","Surplus","Final"
"13.08.2020 04:00 - 13.08.2020 05:00","2408","2350","Estimated","11","","Deficit","Final"
"13.08.2020 05:00 - 13.08.2020 06:00","2650","2350","Estimated","55","","Deficit","Final"
"13.08.2020 06:00 - 13.08.2020 07:00","2558","2350","Estimated","38","","Deficit","Final"
"13.08.2020 07:00 - 13.08.2020 08:00","-95","-1","Estimated","27","","Surplus","Final"
"13.08.2020 08:00 - 13.08.2020 09:00","-175","-1","Estimated","50","","Surplus","Final"
"13.08.2020 09:00 - 13.08.2020 10:00","-14","146","Estimated","4","","Surplus","Final"
"13.08.2020 10:00 - 13.08.2020 11:00","-120","-1","Estimated","34","","Surplus","Final"
"13.08.2020 11:00 - 13.08.2020 12:00","-82","-1","Estimated","23","","Surplus","Final"
"13.08.2020 12:00 - 13.08.2020 13:00","2718","2350","Estimated","67","","Deficit","Final"
"13.08.2020 13:00 - 13.08.2020 14:00","2714","2350","Estimated","66","","Deficit","Final"
"13.08.2020 14:00 - 13.08.2020 15:00","2589","2341","Estimated","44","","Deficit","Final"
"13.08.2020 15:00 - 13.08.2020 16:00","2445","2297","Estimated","17","","Deficit","Final"
"13.08.2020 16:00 - 13.08.2020 17:00","2411","2332","Estimated","11","","Deficit","Final"
"13.08.2020 17:00 - 13.08.2020 18:00","-63","-1","Estimated","18","","Surplus","Final"
"13.08.2020 18:00 - 13.08.2020 19:00","-43","-1","Estimated","12","","Surplus","Final"
"13.08.2020 19:00 - 13.08.2020 20:00","-77","1","Estimated","22","","Surplus","Final"
"13.08.2020 20:00 - 13.08.2020 21:00","2367","2350","Estimated","3","","Deficit","Final"
"13.08.2020 21:00 - 13.08.2020 22:00","-5","1","Estimated","1","","Surplus","Final"
"13.08.2020 22:00 - 13.08.2020 23:00","2587","2350","Estimated","43","","Deficit","Final"
"13.08.2020 23:00 - 14.08.2020 00:00","2373","2350","Estimated","4","","Deficit","Final"
"14.08.2020 00:00 - 14.08.2020 01:00","-104","-1","Estimated","29","","Surplus","Final"
"14.08.2020 01:00 - 14.08.2020 02:00","2402","2335","Estimated","9","","Deficit","Final"
"14.08.2020 02:00 - 14.08.2020 03:00","2543","2350","Estimated","35","","Deficit","Final"
"14.08.2020 03:00 - 14.08.2020 04:00","-1","-1","Estimated","0","","Balanced","Final"
"14.08.2020 04:00 - 14.08.2020 05:00","-244","-1","Estimated","70","","Surplus","Final"
"14.08.2020 05:00 - 14.08.2020 06:00","-288","-1","Estimated","82","","Surplus","Final"
"14.08.2020 06:00 - 14.08.2020 07:00","-316","17","Estimated","90","","Surplus","Final"
"14.08.2020 07:00 - 14.08.2020 08:00","-245","-1","Estimated","70","","Surplus","Final"
"14.08.2020 08:00 - 14.08.2020 09:00","-119","40","Estimated","34","","Surplus","Final"
"14.08.2020 09:00 - 14.08.2020 10:00","-63","80","Estimated","18","","Surplus","Final"
"14.08.2020 10:00 - 14.08.2020 11:00","-161","34","Estimated","46","","Surplus","Final"
"14.08.2020 11:00 - 14.08.2020 12:00","-129","33","Estimated","37","","Surplus","Final"
"14.08.2020 12:00 - 14.08.2020 13:00","-480","11","Estimated","137","","Surplus","Final"
"14.08.2020 13:00 - 14.08.2020 14:00","-267","21","Estimated","76","","Surplus","Final"
"14.08.2020 14:00 - 14.08.2020 15:00","2456","2350","Estimated","19","","Deficit","Final"
"14.08.2020 15:00 - 14.08.2020 16:00","-87","-1","Estimated","24","","Surplus","Final"
"14.08.2020 16:00 - 14.08.2020 17:00","-181","29","Estimated","51","","Surplus","Final"
"14.08.2020 17:00 - 14.08.2020 18:00","2412","2350","Estimated","11","","Deficit","Final"
"14.08.2020 18:00 - 14.08.2020 19:00","2575","2350","Estimated","41","","Deficit","Final"
"14.08.2020 19:00 - 14.08.2020 20:00","-208","-1","Estimated","59","","Surplus","Final"
"14.08.2020 20:00 - 14.08.2020 21:00","-230","-1","Estimated","65","","Surplus","Final"
"14.08.2020 21:00 - 14.08.2020 22:00","2446","2350","Estimated","18","","Deficit","Final"
"14.08.2020 22:00 - 14.08.2020 23:00","2631","2350","Estimated","51","","Deficit","Final"
"14.08.2020 23:00 - 15.08.2020 00:00","2478","2350","Estimated","23","","Deficit","Final"
"15.08.2020 00:00 - 15.08.2020 01:00","-29","-1","Estimated","8","","Surplus","Final"
"15.08.2020 01:00 - 15.08.2020 02:00","-42","-1","Estimated","12","","Surplus","Final"
"15.08.2020 02:00 - 15.08.2020 03:00","2540","2350","Estimated","35","","Deficit","Final"
"15.08.2020 03:00 - 15.08.2020 04:00","2653","2350","Estimated","55","","Deficit","Final"
"15.08.2020 04:00 - 15.08.2020 05:00","2388","2350","Estimated","7","","Deficit","Final"
"15.08.2020 05:00 - 15.08.2020 06:00","-114","-1","Estimated","32","","Surplus","Final"
"15.08.2020 06:00 - 15.08.2020 07:00","2356","2350","Estimated","1","","Deficit","Final"
"15.08.2020 07:00 - 15.08.2020 08:00","-264","-1","Estimated","75","","Surplus","Final"
"15.08.2020 08:00 - 15.08.2020 09:00","-300","-1","Estimated","85","","Surplus","Final"
"15.08.2020 09:00 - 15.08.2020 10:00","-282","0","Estimated","80","","Surplus","Final"
"15.08.2020 10:00 - 15.08.2020 11:00","-628","0","Estimated","179","","Surplus","Final"
"15.08.2020 11:00 - 15.08.2020 12:00","-460","0","Estimated","131","","Surplus","Final"
"15.08.2020 12:00 - 15.08.2020 13:00","-361","0","Estimated","103","","Surplus","Final"
"15.08.2020 13:00 - 15.08.2020 14:00","-112","2","Estimated","32","","Surplus","Final"
"15.08.2020 14:00 - 15.08.2020 15:00","-150","-1","Estimated","42","","Surplus","Final"
"15.08.2020 15:00 - 15.08.2020 16:00","-263","-1","Estimated","75","","Surplus","Final"
"15.08.2020 16:00 - 15.08.2020 17:00","2456","2350","Estimated","19","","Deficit","Final"
"15.08.2020 17:00 - 15.08.2020 18:00","-10","-1","Estimated","2","","Surplus","Final"
"15.08.2020 18:00 - 15.08.2020 19:00","2398","2350","Estimated","9","","Deficit","Final"
"15.08.2020 19:00 - 15.08.2020 20:00","-50","-1","Estimated","14","","Surplus","Final"
"15.08.2020 20:00 - 15.08.2020 21:00","-144","-1","Estimated","41","","Surplus","Final"
"15.08.2020 21:00 - 15.08.2020 22:00","2496","2350","Estimated","26","","Deficit","Final"
"15.08.2020 22:00 - 15.08.2020 23:00","-116","-1","Estimated","33","","Surplus","Final"
"15.08.2020 23:00 - 16.08.2020 00:00","-153","-1","Estimated","43","","Surplus","Final"
"16.08.2020 00:00 - 16.08.2020 01:00","-59","-1","Estimated","16","","Surplus","Final"
"16.08.2020 01:00 - 16.08.2020 02:00","-107","-1","Estimated","30","","Surplus","Final"
"16.08.2020 02:00 - 16.08.2020 03:00","-103","-1","Estimated","29","","Surplus","Final"
"16.08.2020 03:00 - 16.08.2020 04:00","-53","-1","Estimated","15","","Surplus","Final"
"16.08.2020 04:00 - 16.08.2020 05:00","-59","-1","Estimated","17","","Surplus","Final"
"16.08.2020 05:00 - 16.08.2020 06:00","4606","2681","Estimated","8","","Deficit","Final"
"16.08.2020 06:00 - 16.08.2020 07:00","2511","2350","Estimated","29","","Deficit","Final"
"16.08.2020 07:00 - 16.08.2020 08:00","-97","3","Estimated","27","","Surplus","Final"
"16.08.2020 08:00 - 16.08.2020 09:00","-138","2","Estimated","39","","Surplus","Final"
"16.08.2020 09:00 - 16.08.2020 10:00","-11","3","Estimated","3","","Surplus","Final"
"16.08.2020 10:00 - 16.08.2020 11:00","-277","0","Estimated","79","","Surplus","Final"
"16.08.2020 11:00 - 16.08.2020 12:00","-47","4","Estimated","13","","Surplus","Final"
"16.08.2020 12:00 - 16.08.2020 13:00","-47","5","Estimated","13","","Surplus","Final"
"16.08.2020 13:00 - 16.08.2020 14:00","2366","2350","Estimated","3","","Deficit","Final"
"16.08.2020 14:00 - 16.08.2020 15:00","-32","-1","Estimated","9","","Surplus","Final"
"16.08.2020 15:00 - 16.08.2020 16:00","-147","-1","Estimated","42","","Surplus","Final"
"16.08.2020 16:00 - 16.08.2020 17:00","-5","-1","Estimated","1","","Surplus","Final"
"16.08.2020 17:00 - 16.08.2020 18:00","-170","-1","Estimated","48","","Surplus","Final"
"16.08.2020 18:00 - 16.08.2020 19:00","-10","8","Estimated","3","","Surplus","Final"
"16.08.2020 19:00 - 16.08.2020 20:00","2462","2350","Estimated","20","","Deficit","Final"
"16.08.2020 20:00 - 16.08.2020 21:00","-68","-1","Estimated","19","","Surplus","Final"
"16.08.2020 21:00 - 16.08.2020 22:00","-149","-1","Estimated","42","","Surplus","Final"
"16.08.2020 22:00 - 16.08.2020 23:00","-58","-1","Estimated","16","","Surplus","Final"
"16.08.2020 23:00 - 17.08.2020 00:00","2369","2350","Estimated","3","","Deficit","Final"
"17.08.2020 00:00 - 17.08.2020 01:00","-95","3","Estimated","27","","Surplus","Final"
"17.08.2020 01:00 - 17.08.2020 02:00","2371","2350","Estimated","4","","Deficit","Final"
"17.08.2020 02:00 - 17.08.2020 03:00","2374","2350","Estimated","4","","Deficit","Final"
"17.08.2020 03:00 - 17.08.2020 04:00","-67","-1","Estimated","19","","Surplus","Final"
"17.08.2020 04:00 - 17.08.2020 05:00","2552","2350","Estimated","37","","Deficit","Final"
"17.08.2020 05:00 - 17.08.2020 06:00","2418","2350","Estimated","12","","Deficit","Final"
"17.08.2020 06:00 - 17.08.2020 07:00","2415","2350","Estimated","12","","Deficit","Final"
"17.08.2020 07:00 - 17.08.2020 08:00","2490","2350","Estimated","26","","Deficit","Final"
"17.08.2020 08:00 - 17.08.2020 09:00","-86","-1","Estimated","24","","Surplus","Final"
"17.08.2020 09:00 - 17.08.2020 10:00","2506","2350","Estimated","28","","Deficit","Final"
"17.08.2020 10:00 - 17.08.2020 11:00","3250","2350","Estimated","164","","Deficit","Final"
"17.08.2020 11:00 - 17.08.2020 12:00","-51","-1","Estimated","14","","Surplus","Final"
"17.08.2020 12:00 - 17.08.2020 13:00","-355","-1","Estimated","101","","Surplus","Final"
"17.08.2020 13:00 - 17.08.2020 14:00","2507","2350","Estimated","29","","Deficit","Final"
"17.08.2020 14:00 - 17.08.2020 15:00","-164","-1","Estimated","47","","Surplus","Final"
"17.08.2020 15:00 - 17.08.2020 16:00","2430","2350","Estimated","15","","Deficit","Final"
"17.08.2020 16:00 - 17.08.2020 17:00","2601","2350","Estimated","46","","Deficit","Final"
"17.08.2020 17:00 - 17.08.2020 18:00","2667","2350","Estimated","58","","Deficit","Final"
"17.08.2020 18:00 - 17.08.2020 19:00","2764","2350","Estimated","75","","Deficit","Final"
"17.08.2020 19:00 - 17.08.2020 20:00","-16","-1","Estimated","4","","Surplus","Final"
"17.08.2020 20:00 - 17.08.2020 21:00","-98","-1","Estimated","28","","Surplus","Final"
"17.08.2020 21:00 - 17.08.2020 22:00","2489","2346","Estimated","25","","Deficit","Final"
"17.08.2020 22:00 - 17.08.2020 23:00","2597","2350","Estimated","45","","Deficit","Final"
"17.08.2020 23:00 - 18.08.2020 00:00","2618","2350","Estimated","49","","Deficit","Final"
"18.08.2020 00:00 - 18.08.2020 01:00","2461","2350","Estimated","20","","Deficit","Final"
"18.08.2020 01:00 - 18.08.2020 02:00","2505","2350","Estimated","28","","Deficit","Final"
"18.08.2020 02:00 - 18.08.2020 03:00","2504","2350","Estimated","28","","Deficit","Final"
"18.08.2020 03:00 - 18.08.2020 04:00","2741","2350","Estimated","71","","Deficit","Final"
"18.08.2020 04:00 - 18.08.2020 05:00","2712","2350","Estimated","66","","Deficit","Final"
"18.08.2020 05:00 - 18.08.2020 06:00","2593","2350","Estimated","44","","Deficit","Final"
"18.08.2020 06:00 - 18.08.2020 07:00","2454","2350","Estimated","19","","Deficit","Final"
"18.08.2020 07:00 - 18.08.2020 08:00","2487","2333","Estimated","25","","Deficit","Final"
"18.08.2020 08:00 - 18.08.2020 09:00","-793","-1","Estimated","226","","Surplus","Final"
"18.08.2020 09:00 - 18.08.2020 10:00","-535","-1","Estimated","152","","Surplus","Final"
"18.08.2020 10:00 - 18.08.2020 11:00","2438","2350","Estimated","16","","Deficit","Final"
"18.08.2020 11:00 - 18.08.2020 12:00","-180","-1","Estimated","51","","Surplus","Final"
"18.08.2020 12:00 - 18.08.2020 13:00","-234","-1","Estimated","66","","Surplus","Final"
"18.08.2020 13:00 - 18.08.2020 14:00","2488","2350","Estimated","25","","Deficit","Final"
"18.08.2020 14:00 - 18.08.2020 15:00","-17","-1","Estimated","5","","Surplus","Final"
"18.08.2020 15:00 - 18.08.2020 16:00","2400","2350","Estimated","9","","Deficit","Final"
"18.08.2020 16:00 - 18.08.2020 17:00","2399","2350","Estimated","9","","Deficit","Final"
"18.08.2020 17:00 - 18.08.2020 18:00","-11","-1","Estimated","3","","Surplus","Final"
"18.08.2020 18:00 - 18.08.2020 19:00","2475","2350","Estimated","23","","Deficit","Final"
"18.08.2020 19:00 - 18.08.2020 20:00","-43","-1","Estimated","12","","Surplus","Final"
"18.08.2020 20:00 - 18.08.2020 21:00","-131","-1","Estimated","37","","Surplus","Final"
"18.08.2020 21:00 - 18.08.2020 22:00","2351","2350","Estimated","0","","Balanced","Final"
"18.08.2020 22:00 - 18.08.2020 23:00","-82","-1","Estimated","23","","Surplus","Final"
"18.08.2020 23:00 - 19.08.2020 00:00","2390","2350","Estimated","7","","Deficit","Final"
"19.08.2020 00:00 - 19.08.2020 01:00","2593","2350","Estimated","44","","Deficit","Final"
"19.08.2020 01:00 - 19.08.2020 02:00","2465","2350","Estimated","21","","Deficit","Final"
"19.08.2020 02:00 - 19.08.2020 03:00","2410","2350","Estimated","11","","Deficit","Final"
"19.08.2020 03:00 - 19.08.2020 04:00","2700","2350","Estimated","64","","Deficit","Final"
"19.08.2020 04:00 - 19.08.2020 05:00","-120","-1","Estimated","34","","Surplus","Final"
"19.08.2020 05:00 - 19.08.2020 06:00","-350","-1","Estimated","100","","Surplus","Final"
"19.08.2020 06:00 - 19.08.2020 07:00","-52","-1","Estimated","15","","Surplus","Final"
"19.08.2020 07:00 - 19.08.2020 08:00","2456","2350","Estimated","19","","Deficit","Final"
"19.08.2020 08:00 - 19.08.2020 09:00","-182","-1","Estimated","52","","Surplus","Final"
"19.08.2020 09:00 - 19.08.2020 10:00","2383","2350","Estimated","6","","Deficit","Final"
"19.08.2020 10:00 - 19.08.2020 11:00","2613","2350","Estimated","48","","Deficit","Final"
"19.08.2020 11:00 - 19.08.2020 12:00","2512","2350","Estimated","29","","Deficit","Final"
"19.08.2020 12:00 - 19.08.2020 13:00","-6","-1","Estimated","1","","Surplus","Final"
"19.08.2020 13:00 - 19.08.2020 14:00","-86","-1","Estimated","24","","Surplus","Final"
"19.08.2020 14:00 - 19.08.2020 15:00","2497","2350","Estimated","27","","Deficit","Final"
"19.08.2020 15:00 - 19.08.2020 16:00","2970","2350","Estimated","113","","Deficit","Final"
"19.08.2020 16:00 - 19.08.2020 17:00","-311","-1","Estimated","89","","Surplus","Final"
"19.08.2020 17:00 - 19.08.2020 18:00","-302","-1","Estimated","86","","Surplus","Final"
"19.08.2020 18:00 - 19.08.2020 19:00","2821","2350","Estimated","86","","Deficit","Final"
"19.08.2020 19:00 - 19.08.2020 20:00","2491","2350","Estimated","26","","Deficit","Final"
"19.08.2020 20:00 - 19.08.2020 21:00","-68","-1","Estimated","19","","Surplus","Final"
"19.08.2020 21:00 - 19.08.2020 22:00","-36","-1","Estimated","10","","Surplus","Final"
"19.08.2020 22:00 - 19.08.2020 23:00","2366","2350","Estimated","3","","Deficit","Final"
"19.08.2020 23:00 - 20.08.2020 00:00","-45","-1","Estimated","13","","Surplus","Final"
"20.08.2020 00:00 - 20.08.2020 01:00","2367","2350","Estimated","3","","Deficit","Final"
"20.08.2020 01:00 - 20.08.2020 02:00","-14","-1","Estimated","4","","Surplus","Final"
"20.08.2020 02:00 - 20.08.2020 03:00","-106","-1","Estimated","30","","Surplus","Final"
"20.08.2020 03:00 - 20.08.2020 04:00","-179","-1","Estimated","51","","Surplus","Final"
"20.08.2020 04:00 - 20.08.2020 05:00","2369","2350","Estimated","4","","Deficit","Final"
"20.08.2020 05:00 - 20.08.2020 06:00","-9","-1","Estimated","2","","Surplus","Final"
"20.08.2020 06:00 - 20.08.2020 07:00","2429","2350","Estimated","14","","Deficit","Final"
"20.08.2020 07:00 - 20.08.2020 08:00","2458","2350","Estimated","20","","Deficit","Final"
"20.08.2020 08:00 - 20.08.2020 09:00","-86","-1","Estimated","24","","Surplus","Final"
"20.08.2020 09:00 - 20.08.2020 10:00","-372","-1","Estimated","106","","Surplus","Final"
"20.08.2020 10:00 - 20.08.2020 11:00","-281","0","Estimated","80","","Surplus","Final"
"20.08.2020 11:00 - 20.08.2020 12:00","2403","2350","Estimated","10","","Deficit","Final"
"20.08.2020 12:00 - 20.08.2020 13:00","2411","2350","Estimated","11","","Deficit","Final"
"20.08.2020 13:00 - 20.08.2020 14:00","-18","-1","Estimated","5","","Surplus","Final"
"20.08.2020 14:00 - 20.08.2020 15:00","2568","2350","Estimated","40","","Deficit","Final"
"20.08.2020 15:00 - 20.08.2020 16:00","-72","-1","Estimated","20","","Surplus","Final"
"20.08.2020 16:00 - 20.08.2020 17:00","-54","-1","Estimated","15","","Surplus","Final"
"20.08.2020 17:00 - 20.08.2020 18:00","-189","-1","Estimated","54","","Surplus","Final"
"20.08.2020 18:00 - 20.08.2020 19:00","-36","-1","Estimated","10","","Surplus","Final"
"20.08.2020 19:00 - 20.08.2020 20:00","2498","2350","Estimated","27","","Deficit","Final"
"20.08.2020 20:00 - 20.08.2020 21:00","2446","2350","Estimated","17","","Deficit","Final"
"20.08.2020 21:00 - 20.08.2020 22:00","2579","2350","Estimated","42","","Deficit","Final"
"20.08.2020 22:00 - 20.08.2020 23:00","-110","-1","Estimated","31","","Surplus","Final"
"20.08.2020 23:00 - 21.08.2020 00:00","-140","-1","Estimated","40","","Surplus","Final"
"21.08.2020 00:00 - 21.08.2020 01:00","-282","-1","Estimated","80","","Surplus","Final"
"21.08.2020 01:00 - 21.08.2020 02:00","-87","3","Estimated","25","","Surplus","Final"
"21.08.2020 02:00 - 21.08.2020 03:00","2390","2350","Estimated","7","","Deficit","Final"
"21.08.2020 03:00 - 21.08.2020 04:00","2367","2350","Estimated","3","","Deficit","Final"
"21.08.2020 04:00 - 21.08.2020 05:00","-94","-1","Estimated","26","","Surplus","Final"
"21.08.2020 05:00 - 21.08.2020 06:00","-183","-1","Estimated","52","","Surplus","Final"
"21.08.2020 06:00 - 21.08.2020 07:00","-119","-1","Estimated","34","","Surplus","Final"
"21.08.2020 07:00 - 21.08.2020 08:00","-64","-1","Estimated","18","","Surplus","Final"
"21.08.2020 08:00 - 21.08.2020 09:00","2375","2350","Estimated","5","","Deficit","Final"
"21.08.2020 09:00 - 21.08.2020 10:00","-3","-1","Estimated","1","","Surplus","Final"
"21.08.2020 10:00 - 21.08.2020 11:00","-43","-1","Estimated","12","","Surplus","Final"
"21.08.2020 11:00 - 21.08.2020 12:00","-201","-1","Estimated","57","","Surplus","Final"
"21.08.2020 12:00 - 21.08.2020 13:00","-93","-1","Estimated","26","","Surplus","Final"
"21.08.2020 13:00 - 21.08.2020 14:00","2575","2350","Estimated","41","","Deficit","Final"
"21.08.2020 14:00 - 21.08.2020 15:00","2561","2350","Estimated","38","","Deficit","Final"
"21.08.2020 15:00 - 21.08.2020 16:00","2734","2350","Estimated","70","","Deficit","Final"
"21.08.2020 16:00 - 21.08.2020 17:00","2637","2350","Estimated","52","","Deficit","Final"
"21.08.2020 17:00 - 21.08.2020 18:00","2433","2350","Estimated","15","","Deficit","Final"
"21.08.2020 18:00 - 21.08.2020 19:00","-50","-1","Estimated","14","","Surplus","Final"
"21.08.2020 19:00 - 21.08.2020 20:00","-156","-1","Estimated","44","","Surplus","Final"
"21.08.2020 20:00 - 21.08.2020 21:00","-148","-1","Estimated","42","","Surplus","Final"
"21.08.2020 21:00 - 21.08.2020 22:00","-77","-1","Estimated","22","","Surplus","Final"
"21.08.2020 22:00 - 21.08.2020 23:00","-72","-1","Estimated","20","","Surplus","Final"
"21.08.2020 23:00 - 22.08.2020 00:00","-37","-1","Estimated","10","","Surplus","Final"
"22.08.2020 00:00 - 22.08.2020 01:00","2370","2350","Estimated","4","","Deficit","Final"
